/workspace/src/models/modules/gnns.py:39: UserWarning: 'nn.glob.GlobalAttention' is deprecated, use 'nn.aggr.AttentionalAggregation' instead
  self.attpool = GlobalAttention(torch.nn.Linear(config.hidden_size, 1))
[1/60] cvefixes__01_vulnerable_expand_dynamic_string_token: baseline p=0.071344, label=0, PDG=9/15, XFG=3
  node_add b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=7: applied=3, nested=True, p=0.000012, flip=False, error=none
  node_delete b=5 s=7: applied=5, nested=True, p=0.000018, flip=False, error=none
  node_delete b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=29: applied=5, nested=True, p=0.000068, flip=False, error=none
  node_delete b=1 s=42: applied=1, nested=True, p=0.000001, flip=False, error=none
  node_delete b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=73: applied=3, nested=True, p=0.000001, flip=False, error=none
  node_delete b=5 s=73: applied=5, nested=True, p=0.000001, flip=False, error=none
  node_delete b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=2026: applied=1, nested=True, p=0.000001, flip=False, error=none
  node_delete b=3 s=2026: applied=3, nested=True, p=0.000002, flip=False, error=none
  node_delete b=5 s=2026: applied=5, nested=True, p=0.001599, flip=False, error=none
  node_attribute_modify b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=7: applied=3, nested=True, p=0.000002, flip=False, error=none
  node_attribute_modify b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=61: applied=5, nested=True, p=0.000002, flip=False, error=none
  node_attribute_modify b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=29: applied=3, nested=True, p=0.000012, flip=False, error=none
  edge_add b=5 s=29: applied=5, nested=True, p=0.000002, flip=False, error=none
  edge_add b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=7: applied=5, nested=True, p=0.000004, flip=False, error=none
  edge_delete b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=7: applied=5, nested=True, p=0.000023, flip=False, error=none
  edge_reconnect b=1 s=17: applied=1, nested=True, p=0.000052, flip=False, error=none
  edge_reconnect b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=89: applied=5, nested=True, p=0.000002, flip=False, error=none
  edge_reconnect b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
[12/60] cvefixes__12_vulnerable_generic_perform_write: baseline p=0.000000, label=0, PDG=44/88, XFG=5
  node_add b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=17: applied=3, nested=True, p=0.000065, flip=False, error=none
  node_delete b=5 s=17: applied=5, nested=True, p=0.000289, flip=False, error=none
  node_delete b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=29: applied=5, nested=True, p=0.000068, flip=False, error=none
  node_delete b=1 s=42: applied=1, nested=True, p=0.000001, flip=False, error=none
  node_delete b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=73: applied=3, nested=True, p=0.000001, flip=False, error=none
  node_delete b=5 s=73: applied=5, nested=True, p=0.000001, flip=False, error=none
  node_delete b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=2026: applied=1, nested=True, p=0.000001, flip=False, error=none
  node_delete b=3 s=2026: applied=3, nested=True, p=0.000002, flip=False, error=none
  node_delete b=5 s=2026: applied=5, nested=True, p=0.001563, flip=False, error=none
  node_attribute_modify b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=7: applied=3, nested=True, p=0.000002, flip=False, error=none
  node_attribute_modify b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=17: applied=3, nested=True, p=0.000002, flip=False, error=none
  node_attribute_modify b=5 s=17: applied=5, nested=True, p=0.000003, flip=False, error=none
  node_attribute_modify b=1 s=29: applied=1, nested=True, p=0.000001, flip=False, error=none
  node_attribute_modify b=3 s=29: applied=3, nested=True, p=0.000002, flip=False, error=none
  node_attribute_modify b=5 s=29: applied=5, nested=True, p=0.000003, flip=False, error=none
  node_attribute_modify b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=61: applied=3, nested=True, p=0.000001, flip=False, error=none
  node_attribute_modify b=5 s=61: applied=5, nested=True, p=0.000001, flip=False, error=none
  node_attribute_modify b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=73: applied=5, nested=True, p=0.000001, flip=False, error=none
  node_attribute_modify b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=137: applied=5, nested=True, p=0.000001, flip=False, error=none
  node_attribute_modify b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=2026: applied=3, nested=True, p=0.000001, flip=False, error=none
  node_attribute_modify b=5 s=2026: applied=5, nested=True, p=0.000001, flip=False, error=none
  edge_add b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=29: applied=3, nested=True, p=0.000009, flip=False, error=none
  edge_add b=5 s=29: applied=5, nested=True, p=0.000002, flip=False, error=none
  edge_add b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=7: applied=5, nested=True, p=0.000006, flip=False, error=none
  edge_delete b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=7: applied=5, nested=True, p=0.000016, flip=False, error=none
  edge_reconnect b=1 s=17: applied=1, nested=True, p=0.000086, flip=False, error=none
  edge_reconnect b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=89: applied=5, nested=True, p=0.000005, flip=False, error=none
  edge_reconnect b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=2026: applied=5, nested=True, p=0.000041, flip=False, error=none
[13/60] cvefixes__13_fixed_pango_glyph_string_set_size: baseline p=0.000490, label=0, PDG=15/37, XFG=12
  node_add b=1 s=7: applied=1, nested=True, p=0.000490, flip=False, error=none
  node_add b=3 s=7: applied=3, nested=True, p=0.000490, flip=False, error=none
  node_add b=5 s=7: applied=5, nested=True, p=0.000919, flip=False, error=none
  node_add b=1 s=17: applied=1, nested=True, p=0.000490, flip=False, error=none
