/workspace/src/models/modules/gnns.py:39: UserWarning: 'nn.glob.GlobalAttention' is deprecated, use 'nn.aggr.AttentionalAggregation' instead
  self.attpool = GlobalAttention(torch.nn.Linear(config.hidden_size, 1))
[1/60] cvefixes__01_vulnerable_expand_dynamic_string_token: true=1, baseline=0 p=0.071344, correct=False, winner=19
[2/60] cvefixes__02_fixed_dl_dst_substitute: true=0, baseline=0 p=0.000000, correct=True, winner=22
  winner_xfg_edge_attack b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=15 s=73: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=20 s=73: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=25 s=73: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=7 s=89: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=9 s=89: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=11 s=89: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=13 s=89: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=15 s=89: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=20 s=89: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=25 s=89: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=7 s=101: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=9 s=101: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=11 s=101: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=13 s=101: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=15 s=101: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=20 s=101: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=25 s=101: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=7 s=137: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=9 s=137: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=11 s=137: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=13 s=137: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=15 s=137: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=20 s=137: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=25 s=137: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=7 s=2026: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=9 s=2026: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=11 s=2026: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=13 s=2026: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=15 s=2026: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=20 s=2026: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=25 s=2026: applied=6, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=7: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=7: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=7: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=7: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=7: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=7: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=7: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=17: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=17: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=17: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=17: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=17: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=17: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=17: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=29: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=29: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=29: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=29: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=29: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=29: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=29: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=42: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=42: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=42: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=42: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=42: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=42: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=42: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=61: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=61: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=61: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=61: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=61: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=61: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=61: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=73: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=73: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=73: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=73: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=73: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=73: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=73: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=89: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=89: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=89: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=89: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=89: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=89: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=89: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=101: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=101: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=101: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=101: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=101: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=101: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=101: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=137: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=137: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=137: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=137: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=137: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=137: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=137: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=7 s=2026: applied=7, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=9 s=2026: applied=9, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=11 s=2026: applied=11, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=13 s=2026: applied=13, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=15 s=2026: applied=15, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=20 s=2026: applied=20, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=25 s=2026: applied=25, nested=True, p=0.000000, flip=False, attack_success=False, error=none
[8/60] cvefixes__08_vulnerable_videobuf_vm_close: true=1, baseline=0 p=0.000001, correct=False, winner=10
[9/60] cvefixes__09_fixed_netlbl_cipsov4_add_common: true=0, baseline=0 p=0.000357, correct=True, winner=22
  winner_xfg_edge_attack b=1 s=7: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=7: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=7: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=7: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=7: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=7: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=7: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=7: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=7: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=7: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=17: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=17: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=17: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=17: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=17: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=17: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=17: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=17: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=17: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=17: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=29: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=29: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=29: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=29: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=29: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=29: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=29: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=29: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=29: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=29: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=42: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=42: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=42: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=42: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=42: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=42: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=42: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=42: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=42: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=42: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=61: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=61: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=61: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=61: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=61: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=61: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=61: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=61: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=61: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=61: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=73: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=73: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=73: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=73: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=73: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=73: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=73: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=73: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=73: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=73: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=89: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=89: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=89: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=89: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=89: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=89: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=89: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=89: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=89: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=89: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=101: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=101: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=101: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=101: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=101: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=101: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=101: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=101: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=101: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=101: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=137: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=137: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=137: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=137: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=137: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=137: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=137: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=137: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=137: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=137: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=2026: applied=1, nested=True, p=0.000510, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=2026: applied=3, nested=True, p=0.001796, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=2026: applied=5, nested=True, p=0.002184, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=7 s=2026: applied=7, nested=True, p=0.001408, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=9 s=2026: applied=9, nested=True, p=0.002351, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=11 s=2026: applied=11, nested=True, p=0.004300, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=13 s=2026: applied=13, nested=True, p=0.003037, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=15 s=2026: applied=15, nested=True, p=0.003538, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=20 s=2026: applied=20, nested=True, p=0.003556, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=25 s=2026: applied=25, nested=True, p=0.001236, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=7: applied=1, nested=True, p=0.000907, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=7: applied=3, nested=True, p=0.001225, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=7: applied=5, nested=True, p=0.624278, flip=True, attack_success=True, error=none
  winner_xfg_feature_mask b=7 s=7: applied=7, nested=True, p=0.598748, flip=True, attack_success=True, error=none
  winner_xfg_feature_mask b=9 s=7: applied=9, nested=True, p=0.598748, flip=True, attack_success=True, error=none
  winner_xfg_feature_mask b=11 s=7: applied=10, nested=True, p=0.598748, flip=True, attack_success=True, error=none
  winner_xfg_feature_mask b=13 s=7: applied=10, nested=True, p=0.598748, flip=True, attack_success=True, error=none
  winner_xfg_feature_mask b=15 s=7: applied=10, nested=True, p=0.598748, flip=True, attack_success=True, error=none
  winner_xfg_feature_mask b=20 s=7: applied=10, nested=True, p=0.598748, flip=True, attack_success=True, error=none
  winner_xfg_feature_mask b=25 s=7: applied=10, nested=True, p=0.598748, flip=True, attack_success=True, error=none
